CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles
929282,2025-00085098,21-Oct-25,16:48,Pedestrian,MANTON AVE ,THERESA CT ,Raymond Criner,340,21-Oct-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,41.82163,-71.44874,1,,,,1
929288,2025-00085134,21-Oct-25,19:43,Pedestrian,PETTEYS AVE,GLENBRIDGE AVE ,Brendan O'Brien,667,21-Oct-25,"Two-Way , Not Divided",Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,,41.81896,-71.4616,1,,,,1
929362,2025-00085599,23-Oct-25,15:33,Other,65 General St,,Mark Roman,120,23-Oct-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear - to - Side,No,No Controls,3,0,No Injury,,,,,,,,2
929365,2025-00085672,23-Oct-25,20:45,Pedestrian,BRANCH AVE,ABRAM ST ,Raymond Criner,340,23-Oct-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Incapacitating,,41.85407,-71.43042,1,,,,1
929367,2025-00085710,24-Oct-25,23:58,Other,ALLENS AVE,ALLENS AVE EXIT ,Alexandria O'Loughlin,676,24-Oct-25,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Not Lighted,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",Traffic Control Signal,3,0,No Injury,,41.81468,-71.40656,,,,,2
929423,2025-00086419,26-Oct-25,9:12,Other,PLEASANT CT,PLEASANT ST ,Dondre Dacosta,662,26-Oct-25,"Two-Way , Not Divided",Dry,Unknown,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.83935,-71.40495,,,,,2
929426,2025-00086449,26-Oct-25,12:58,Pedestrian,740 PLAINFIELD ST,,Vanessa Hull,648,26-Oct-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,,,1,,,,1
929473,2025-00086801,27-Oct-25,20:13,Bicycle,POTTERS AVE,HALTON ST ,Raymond Criner,340,27-Oct-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,1,Complains Of Pain,,41.80369,-71.43403,,1,,,1
929530,2025-00087157,29-Oct-25,10:19,Pedestrian,Medway,Wayland,Martin Hames,536,29-Oct-25,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Other,No,Stop Signs,2,1,Complains Of Pain,,,,1,,,,1
929565,2025-00087292,29-Oct-25,19:19,Pedestrian,BROAD ST,NORWICH AVE ,Lucas Ramalho,507,30-Oct-25,"Two-Way , Not Divided",Wet,Dark - Lighted,"Sleet, Hail (Freezing Rain or Drizzle)",Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.80216,-71.41866,1,,,,1
929583,2025-00087459,30-Oct-25,12:34,Pedestrian,CHARLES ST,ORMS ST ,Raymond Criner,340,30-Oct-25,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Pavement Markings,2,1,Complains Of Pain,,41.83518,-71.41154,1,,,,1
929589,2025-00087494,30-Oct-25,14:51,Pedestrian,WESTMINSTER ST,LAFAYETTE ST ,Raymond Criner,340,30-Oct-25,Unknown,Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Unknown,2,1,Complains Of Pain,,41.81734,-71.42322,1,,,,1
932079,2025-00087465,30-Oct-25,12:20,Other,BLACKSTONE ST,PLAIN ST,JOSEPH GALLUCCI,503,19-Dec-25,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Daylight,Clear,Other,No,No Controls,4,0,Unknown,2,,,,,,,2
929622,2025-00087671,31-Oct-25,9:30,Bicycle,KILLINGLY ST EXIT,KILLINGLY ST ,Ajay Subramaniam,569,31-Oct-25,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Complains Of Pain,,41.8212,-71.46975,,1,,,1
929631,2025-00087819,31-Oct-25,18:24,Pedestrian,Blackstone Blvd,UNIVERSITY AVE ,Tyler Calandra,418,31-Oct-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,No Controls,2,2,Complains Of Pain,,41.83478,-71.38442,1,,,,1
929681,2025-00088419,2-Nov-25,14:27,Bicycle,AMERICA ST,ATWELLS AVE ,Hildenise Espanol,137,2-Nov-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Complains Of Pain,,41.82369,-71.42832,,1,,,1
929760,2025-00088328,2-Nov-25,5:38,Other,MANTON AVENUE,JULIAN ST ,Ryan Whittemore,655,5-Nov-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,0,No Injury,,41.81975,-71.44652,,,,,2
