CrashReportId,ReportNumber,CrashDate,CrashTime,TypeOfCollision,Collision Type,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberofVehicles,NumberOfLanes,Latitude,Longitude
922304,2025-00018427,2025-03-16,12:33:00 PM,Vehicle - Pedestrian,Pedestrian,FRIENDSHIP ST,CLAVERICK ST,Michael Baldassare,568,2025-03-16,One-Way Trafficway,Unknown,Unknown,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,2,,41.81798,-71.4133
922305,2025-00018424,2025-03-16,12:13:00 PM,Vehicle - Vehicle,,POCASSET AVENUE,DUNFORD ST,Patrolwoman Addai,513,2025-03-16,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,4,0,No Injury,2,2,41.81258,-71.44927
922310,2025-00018448,2025-03-16,2:35:00 PM,Vehicle - Vehicle,,DEAN ST,PROMENADE ST,Ptlm. Castagliuolo,351,2025-03-16,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Pavement Markings,6,2,Complains Of Pain,2,,41.82908,-71.42667
922312,2025-00018462,2025-03-16,3:35:00 PM,Vehicle - Vehicle,,DETROIT AVE,BYFIELD ST,Ptlm. Castagliuolo,351,2025-03-16,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,3,0,No Injury,2,,41.79439,-71.40993
922321,2025-00018471,2025-03-16,4:22:00 PM,Vehicle - Parked Vehicle,,BROOK ST,EUCLID AVE,Ptlm. Castagliuolo,351,2025-03-16,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,0,No Injury,2,,41.82876,-71.39954
922326,2025-00018475,2025-03-16,4:17:00 PM,Vehicle - Parked Vehicle,,WICKENDEN ST,BROOK ST,Vincent Pazzetta,641,2025-03-16,"Two-Way , Not Divided",Dry,Daylight,Cloudy,"Sideswipe, Same Direction",No,No Controls,3,0,No Injury,2,,41.81947,-71.39829
922328,2025-00018482,2025-03-16,5:02:00 PM,Vehicle - Parked Vehicle,,1 PROVIDENCE PLACE,,Christian Main,145,2025-03-16,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,,
922329,2025-00018454,2025-03-16,2:49:00 PM,Vehicle - Vehicle,,BROADWAY,DAVE GAVITT WAY,Daisy Martinez,146,2025-03-16,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,2,0,No Injury,2,,,
922330,2025-00018532,2025-03-16,8:09:00 PM,Vehicle - Vehicle,,EXCHANGE ST,MEMORIAL BLVD,Christian Main,145,2025-03-16,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,"Sidwswipe, Opposite Direction",No,No Controls,3,0,No Injury,2,2,,
922331,2025-00018554,2025-03-16,9:37:00 PM,Vehicle - Vehicle,,Dorrance st,Westminster St,Michael Sullivan,347,2025-03-16,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,7,0,No Injury,2,2,,
922332,2025-00018575,2025-03-16,11:29:00 PM,Vehicle - Vehicle,,HILLSIDE AVE,SWAN ST,James Lewis,250,2025-03-17,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Angle (Front - to - Side) Same Direction,No,No Controls,2,1,Complains Of Pain,2,,41.85674,-71.39553
922333,2025-00018513,2025-03-16,6:59:00 PM,Vehicle - Vehicle,,BABCOCK ST,CACTUS ST,Lucas Ramalho,507,2025-03-16,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,3,1,Complains Of Pain,2,,41.78891,-71.40888
922294,2025-00018320,2025-03-16,12:23:00 PM,Vehicle - Parked Vehicle,,VALE ST,OSBORN ST,Erik Lane,109,2025-03-16,"Two-Way , Not Divided",Dry,Dark - Lighted,"Fog, Smog, Smoke",Angle (Front - to - Side) Same Direction,No,No Controls,3,0,No Injury,2,,41.83839,-71.42571
922295,2025-00018334,2025-03-16,12:57:00 AM,Vehicle - Vehicle,,bellevue st,bucklin,Alexis Rosales,682,2025-03-16,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sidwswipe, Opposite Direction",No,No Controls,2,0,No Injury,2,2,,
922297,2025-00018373,2025-03-16,4:05:00 AM,Vehicle - Parked Vehicle,,NIANTIC AVE,SWANTON ST,Christopher Fernandez,623,2025-03-16,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,"Fog, Smog, Smoke",Angle (Front - to - Side) Same Direction,No,No Controls,3,0,No Injury,2,,41.79311,-71.43758
