row_number	crash_date	crash_report_id	crash_time	collision_type	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
203	2025-06-11	925123	16:10:00	Pedestrian	EXCHANGE TERR	EXCHANGE ST	2025-06-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	5	1	Complains Of Pain	NA	41.82611	-71.4116	1	NA	FALSE	FALSE	1	FALSE	FALSE	Exchange Terr and Exchange Street, Providence, RI, USA	FALSE	-71.41162299999999	41.8261316	intersection	geometric_center	exchange ter & exchange st, providence, ri 02903, usa	NA	NA	NA	NA	41.8261316	-71.41162299999999	3.069479995202243
204	2025-06-11	925139	14:30:00	Pedestrian	PINE ST	NA	2025-06-12	Unknown	Dry	Daylight	Clear	Unknown	No	Unknown	2	0	Unknown	NA	NA	NA	1	NA	TRUE	FALSE	1	FALSE	TRUE	Pine Street, Providence, RI, USA	FALSE	-71.4148938	41.8173996	route	geometric_center	pine st, providence, ri, usa	NA	NA	NA	NA	41.8173996	-71.4148938	NA
205	2025-06-11	925174	17:50:00	Pedestrian	EAGLE ST	VALLEY ST	2025-06-13	Unknown	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Unknown	4	1	Complains Of Pain	NA	41.82732	-71.43633	1	NA	TRUE	FALSE	1	FALSE	FALSE	Eagle Street and Valley Street, Providence, RI, USA	FALSE	-71.4364137	41.8274345	intersection	geometric_center	valley st & eagle st, providence, ri 02908, usa	NA	NA	NA	NA	41.8274345	-71.4364137	14.51438257388523
206	2025-06-12	925149	15:40:00	Pedestrian	WEYBOSSET ST	DORRANCE ST	2025-06-12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.82307	-71.41098	1	NA	FALSE	FALSE	1	FALSE	FALSE	Weybosset Street and Dorrance Street, Providence, RI, USA	FALSE	-71.4109838	41.823088	intersection	geometric_center	weybosset st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.823088	-71.4109838	2.028395769272093
207	2025-06-13	925160	02:43:00	Pedestrian	BROAD STREET	HASKINS STREET	2025-06-13	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Not Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.81573	-71.4186	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Haskins Street, Providence, RI, USA	FALSE	-71.4196691	41.8161624	intersection	geometric_center	haskins st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8161624	-71.4196691	100.91737327606675
209	2025-06-15	925220	21:35:00	Pedestrian	VALLEY ST	WOLCOTT ST	2025-06-16	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.8291	-71.43312	1	NA	FALSE	FALSE	1	FALSE	FALSE	Valley Street and Wolcott Street, Providence, RI, USA	FALSE	-71.43333059999999	41.8290223	intersection	geometric_center	valley st & wolcott st, providence, ri 02908, usa	NA	NA	NA	NA	41.8290223	-71.43333059999999	19.49301485630158
212	2025-06-16	925231	09:51:00	Pedestrian	COLLEGE ST	MEMORIAL BLVD	2025-06-16	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Non-Incapacitating	NA	41.8254	-71.40852	1	NA	TRUE	FALSE	1	FALSE	FALSE	College Street and Memorial Blvd, Providence, RI, USA	FALSE	-71.40878529999999	41.8253031	intersection	geometric_center	memorial blvd & college st, providence, ri 02903, usa	NA	NA	NA	NA	41.8253031	-71.40878529999999	24.508882534316758
213	2025-06-16	925255	22:30:00	Pedestrian	CRANSTON ST	HUNTINGTON AVE	2025-06-17	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.80376	-71.43922	1	NA	FALSE	FALSE	1	FALSE	FALSE	Cranston Street and Huntington Ave, Providence, RI, USA	FALSE	-71.4392216	41.80375230000001	intersection	geometric_center	cranston st & huntington ave, providence, ri 02907, usa	NA	NA	NA	NA	41.80375230000001	-71.4392216	0.8673818221225703
216	2025-06-18	925276	07:31:00	Bicycle	POTTERS AVE	BROAD ST	2025-06-18	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Fog, Smog, Smoke	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Flashing Traffic Control Signal	2	1	Non-Incapacitating	NA	41.80299	-71.41885	NA	1	FALSE	FALSE	1	FALSE	FALSE	Potters Ave and Broad Street, Providence, RI, USA	FALSE	-71.4188999	41.80300099999999	intersection	geometric_center	potters ave & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.80300099999999	-71.4188999	4.3180700003976025
218	2025-06-19	925327	14:42:00	Pedestrian	MEDWAY ST	WAYLAND AVE	2025-06-19	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82924	-71.38906	1	NA	FALSE	FALSE	1	FALSE	FALSE	Medway Street and Wayland Ave, Providence, RI, USA	FALSE	-71.3881767	41.8293413	intersection	geometric_center	wayland ave & medway st, providence, ri 02906, usa	NA	NA	NA	NA	41.8293413	-71.3881767	74.13074229561047
219	2025-06-19	925332	18:22:00	Pedestrian	MESSER ST	KENWOOD ST	2025-06-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.81002	-71.43465	1	NA	FALSE	FALSE	1	FALSE	FALSE	Messer Street and Kenwood Street, Providence, RI, USA	FALSE	-71.43436179999999	41.8099561	intersection	geometric_center	kenwood st & messer st, providence, ri 02909, usa	NA	NA	NA	NA	41.8099561	-71.43436179999999	24.948409869940335
220	2025-06-19	925346	11:58:00	Bicycle	BROADWAY	KNIGHT ST	2025-06-20	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	1	Complains Of Pain	NA	41.8199	-71.42894	NA	1	FALSE	FALSE	1	FALSE	FALSE	Broadway and Knight Street, Providence, RI, USA	FALSE	-71.4293361	41.8198215	intersection	geometric_center	knight st & broadway, providence, ri 02909, usa	NA	NA	NA	NA	41.8198215	-71.4293361	34.00264317706615
221	2025-06-20	925349	07:04:00	Bicycle	HARRIS AVE	ATWELLS AVE	2025-06-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82446	-71.4355	NA	1	FALSE	FALSE	1	FALSE	FALSE	Harris Ave and Atwells Ave, Providence, RI, USA	FALSE	-71.4354014	41.8244572	intersection	geometric_center	atwells ave & harris ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8244572	-71.4354014	8.185233498549849
222	2025-06-20	925363	18:06:00	Bicycle	WESTMINSTER ST	HARKNESS ST	2025-06-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81628	-71.43396	NA	1	FALSE	FALSE	1	FALSE	FALSE	Westminster Street and Harkness Street, Providence, RI, USA	FALSE	-71.4339572	41.8163198	intersection	geometric_center	westminster st & harkness st, providence, ri 02909, usa	NA	NA	NA	NA	41.8163198	-71.4339572	4.436601599713946
223	2025-06-21	925384	02:48:00	Pedestrian	SERVICE ROAD 7	SERVICE ROAD 7	2025-06-21	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Incapacitating	NA	41.81966	-71.41982	1	NA	FALSE	FALSE	1	FALSE	FALSE	Service Road 7 and Service Road 7, Providence, RI, USA	FALSE	-71.4200683	41.819979	street_address	range_interpolated	7 service rd 1, providence, ri 02903, usa	NA	NA	NA	NA	41.819979	-71.4200683	41.05296823440385
224	2025-06-21	925422	22:14:00	Other	CRANSTON ST	DODGE ST	2025-06-22	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Sideswipe, Same Direction	No	No Controls	2	0	No Injury	NA	41.81504	-71.42522	NA	NA	TRUE	FALSE	1	FALSE	FALSE	Cranston Street and Dodge Street, Providence, RI, USA	FALSE	-71.42590109999999	41.8145698	intersection	geometric_center	cranston st & dodge st, providence, ri 02907, usa	NA	NA	NA	NA	41.8145698	-71.42590109999999	77.02573436243993
225	2025-06-21	925436	20:00:00	Bicycle	BROADWAY	GREENMAN LN	2025-06-23	Unknown	Dry	Dark - Unknown Lighting	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	NA	41.82232	-71.41867	NA	1	FALSE	FALSE	1	FALSE	FALSE	Broadway and Greenman Ln, Providence, RI, USA	FALSE	-71.4119953	41.8109879	doctor	rooftop	101 dudley st, providence, ri 02905, usa	NA	NA	NA	NA	41.8109879	-71.4119953	1377.6770455316816
226	2025-06-22	925394	02:08:00	Pedestrian	HILLCREST AVE	FREEDOM RD	2025-06-22	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	3	1	Non-Incapacitating	NA	41.83152	-71.45897	1	NA	FALSE	FALSE	1	FALSE	FALSE	Hillcrest Ave and Freedom Rd, Providence, RI, USA	FALSE	-71.45897579999999	41.8316958	intersection	geometric_center	hillcrest ave & freedom rd, providence, ri 02909, usa	NA	NA	NA	NA	41.8316958	-71.45897579999999	19.575878712649327
227	2025-06-24	925489	14:38:00	Bicycle	North Main St	DOYLE AVE	2025-06-24	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Complains Of Pain	NA	41.83817	-71.40927	NA	1	FALSE	FALSE	1	FALSE	FALSE	North Main Street and Doyle Ave, Providence, RI, USA	FALSE	-71.4092347	41.8383506	intersection	geometric_center	n main st & doyle ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8383506	-71.4092347	20.316349383112232
229	2025-06-25	925515	15:53:00	Pedestrian	ASHBURTON ST	RANDALL ST	2025-06-25	One-Way Trafficway	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Incapacitating	NA	41.83611	-71.41234	1	NA	FALSE	FALSE	1	FALSE	FALSE	Ashburton Street and Randall Street, Providence, RI, USA	FALSE	-71.41225969999999	41.83607170000001	intersection	geometric_center	randall st & ashburton, providence, ri 02904, usa	NA	NA	NA	NA	41.83607170000001	-71.41225969999999	7.907821341866588
231	2025-06-25	925558	16:20:00	Bicycle	ELMWOOD AVE	ELMWOOD AVE	2025-06-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.8112	-71.42317	NA	1	FALSE	FALSE	1	FALSE	FALSE	Elmwood Ave and Elmwood Ave, Providence, RI, USA	FALSE	-71.4207394	41.7787537	route	geometric_center	elmwood ave, rhode island, usa	NA	NA	NA	NA	41.7787537	-71.4207394	3617.534190891237
232	2025-06-27	925551	08:52:00	Pedestrian	HOPE ST	CUSHING ST	2025-06-27	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.83019	-71.39872	1	NA	FALSE	FALSE	1	FALSE	FALSE	Hope Street and Cushing Street, Providence, RI, USA	FALSE	-71.3987162	41.8301969	intersection	geometric_center	hope st & cushing st, providence, ri 02906, usa	NA	NA	NA	NA	41.8301969	-71.3987162	0.8302616527434363
233	2025-06-27	925560	16:00:00	Pedestrian	FLOWER ST	WHELAN RD	2025-06-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	2	Complains Of Pain	NA	41.81854	-71.45689	1	NA	FALSE	FALSE	1	FALSE	FALSE	Flower Street and Whelan Rd, Providence, RI, USA	FALSE	-71.4567543	41.8189638	intersection	geometric_center	flower st & whelan rd, providence, ri 02909, usa	NA	NA	NA	NA	41.8189638	-71.4567543	48.501841761198506
234	2025-06-27	925561	17:04:00	Pedestrian	ADMIRAL ST	HAWKINS ST	2025-06-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.84593	-71.42843	1	NA	FALSE	FALSE	1	FALSE	FALSE	Admiral Street and Hawkins Street, Providence, RI, USA	FALSE	-71.42838139999999	41.8459428	intersection	geometric_center	admiral st & hawkins st, providence, ri 02908, usa	NA	NA	NA	NA	41.8459428	-71.42838139999999	4.274698207076226
236	2025-06-28	925571	09:49:00	Bicycle	ROANOKE ST	ACADEMY AVE	2025-06-28	Two-Way , Not Divided	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	No	No Controls	4	0	No Injury	NA	41.83168	-71.44442	NA	1	FALSE	FALSE	1	FALSE	FALSE	Roanoke Street and Academy Ave, Providence, RI, USA	FALSE	-71.44442289999999	41.831707	intersection	geometric_center	academy ave & roanoke st, providence, ri 02908, usa	NA	NA	NA	NA	41.831707	-71.44442289999999	3.0152361149279376
237	2025-06-28	925572	11:48:00	Bicycle	CHARLES ST	BRANCH AVE	2025-06-28	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Cloudy	Angle (Front - to - Side) Opposite Direction	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.85026	-71.41998	NA	1	FALSE	FALSE	1	FALSE	FALSE	Charles Street and Branch Ave, Providence, RI, USA	FALSE	-71.4199909	41.8503017	intersection	geometric_center	charles st & branch ave, providence, ri 02904, usa	NA	NA	NA	NA	41.8503017	-71.4199909	4.729196276410749
238	2025-06-28	925575	14:54:00	Bicycle	Broad St	WESLEYAN AVE	2025-06-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80771	-71.4204	NA	1	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Wesleyan Ave, Providence, RI, USA	FALSE	-71.4204481	41.8078973	intersection	geometric_center	wesleyan ave & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.8078973	-71.4204481	21.228696845427912
239	2025-06-28	925585	18:26:00	Bicycle	SMITH ST	GASPEE ST	2025-06-28	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.83154	-71.41296	NA	1	FALSE	FALSE	1	FALSE	FALSE	Smith Street and Gaspee Street, Providence, RI, USA	FALSE	-71.41281099999999	41.8315429	intersection	geometric_center	gaspee st & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.8315429	-71.41281099999999	12.363042916339321
240	2025-06-28	925592	23:43:00	Pedestrian	CRANSTON ST	BELLEVUE AVE	2025-06-29	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.80901	-71.43396	1	NA	FALSE	FALSE	1	FALSE	FALSE	Cranston Street and Bellevue Ave, Providence, RI, USA	FALSE	-71.43407309999999	41.8089168	intersection	geometric_center	cranston st & bellevue ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8089168	-71.43407309999999	13.989538548672698
241	2025-06-29	925595	09:41:00	Pedestrian	BROADWAY	KNIGHT ST	2025-06-29	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.8198	-71.42933	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broadway and Knight Street, Providence, RI, USA	FALSE	-71.4293361	41.8198215	intersection	geometric_center	knight st & broadway, providence, ri 02909, usa	NA	NA	NA	NA	41.8198215	-71.4293361	2.446284990196949
243	2025-07-02	925682	10:18:00	Pedestrian	BROAD ST	SERVICE ROAD 7	2025-07-02	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Incapacitating	NA	41.81736	-71.41696	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Service Road 7, Providence, RI, USA	FALSE	-71.41696619999999	41.8173751	intersection	geometric_center	service rd 1 & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8173751	-71.41696619999999	1.7578643094737676
244	2025-07-03	925726	18:03:00	Pedestrian	CHARLES ST	SILVER SPRING ST	2025-07-03	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	3	0	No Injury	NA	41.84481	-71.4187	1	NA	FALSE	FALSE	1	FALSE	FALSE	Charles Street and Silver Spring Street, Providence, RI, USA	FALSE	-71.4186958	41.8448324	intersection	geometric_center	silver spring st & charles st, providence, ri 02904, usa	NA	NA	NA	NA	41.8448324	-71.4186958	2.5177639933063856
246	2025-07-04	925746	20:53:00	Bicycle	HUNTINGTON AVE	CRANSTON ST	2025-07-04	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	8	1	Complains Of Pain	NA	41.80372	-71.43924	NA	1	FALSE	FALSE	1	FALSE	FALSE	Huntington Ave and Cranston Street, Providence, RI, USA	FALSE	-71.4392216	41.80375230000001	intersection	geometric_center	cranston st & huntington ave, providence, ri 02907, usa	NA	NA	NA	NA	41.80375230000001	-71.4392216	3.906374494119312
247	2025-07-04	925906	13:33:00	Pedestrian	CHALKSTONE AVE	ACADEMY AVE	2025-07-10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	0	No Injury	NA	41.83245	-71.44458	1	NA	FALSE	FALSE	1	FALSE	FALSE	Chalkstone Ave and Academy Ave, Providence, RI, USA	FALSE	-71.44453419999999	41.8324655	intersection	geometric_center	academy ave & chalkstone ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8324655	-71.44453419999999	4.172327987048556
248	2025-07-05	925765	17:25:00	Bicycle	HAWTHORNE AVE	HAWTHORNE AVE	2025-07-05	Two-Way , Not Divided	Dry	Daylight	Clear	Unknown	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.79276	-71.40809	NA	1	FALSE	FALSE	1	FALSE	FALSE	Hawthorne Ave and Hawthorne Ave, Providence, RI, USA	FALSE	-71.4104488	41.7910172	route	geometric_center	hawthorne ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7910172	-71.4104488	275.6187508145772
249	2025-07-05	925766	21:27:00	Bicycle	BROAD ST	BROAD ST	2025-07-05	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.79217	-71.40717	NA	1	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4174197	41.8004646	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.8004646	-71.4174197	1255.4476439910422
250	2025-07-05	925770	12:45:00	Pedestrian	BUTTON HOLE DR	GLENBRIDGE AVE	2025-07-06	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82307	-71.46046	1	NA	TRUE	FALSE	1	FALSE	FALSE	Button Hole Dr and Glenbridge Ave, Providence, RI, USA	FALSE	-71.46042729999999	41.8230939	intersection	geometric_center	buttonhole dr & glenbridge ave, providence, ri 02919, usa	NA	NA	NA	NA	41.8230939	-71.46042729999999	3.799605420019248
252	2025-07-08	926328	10:44:00	Pedestrian	WILSON ST	FULLER ST	2025-07-25	Unknown	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Unknown	1	0	Unknown	NA	41.81129	-71.42405	1	NA	FALSE	FALSE	1	FALSE	FALSE	Wilson Street and Fuller Street, Providence, RI, USA	FALSE	-71.4257314	41.81145739999999	intersection	geometric_center	wilson st & fuller st, providence, ri 02907, usa	NA	NA	NA	NA	41.81145739999999	-71.4257314	140.7469892076248
254	2025-07-10	925922	10:38:00	Pedestrian	WEYBOSSET ST	PECK ST	2025-07-10	One-Way Trafficway	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.82357	-71.41028	1	NA	FALSE	FALSE	1	FALSE	FALSE	Weybosset Street and Peck Street, Providence, RI, USA	FALSE	-71.41029999999999	41.8235824	intersection	geometric_center	weybosset st & peck st, providence, ri 02903, usa	NA	NA	NA	NA	41.8235824	-71.41029999999999	2.1582498501286844
255	2025-07-10	925932	22:07:00	Pedestrian	VIOLA ST	DORCHESTER AVE	2025-07-10	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81268	-71.45223	1	NA	FALSE	FALSE	1	FALSE	FALSE	Viola Street and Dorchester Ave, Providence, RI, USA	FALSE	-71.4519474	41.8120965	intersection	geometric_center	viola st & dorchester ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8120965	-71.4519474	69.05735614184621
256	2025-07-10	925935	19:04:00	Bicycle	JEWETT ST	CALVERLY ST	2025-07-10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	5	1	Complains Of Pain	NA	41.83261	-71.42097	NA	1	FALSE	FALSE	1	FALSE	FALSE	Jewett Street and Calverly Street, Providence, RI, USA	FALSE	-71.4209966	41.8326477	intersection	geometric_center	jewett st & calverly st, providence, ri 02908, usa	NA	NA	NA	NA	41.8326477	-71.4209966	4.741354458821768
257	2025-07-11	925964	21:13:00	Pedestrian	CHALKSTONE AVE	ROSEBANK AVE	2025-07-11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.83387	-71.43316	1	NA	FALSE	FALSE	1	FALSE	FALSE	Chalkstone Ave and Rosebank Ave, Providence, RI, USA	FALSE	-71.4333683	41.8339443	intersection	geometric_center	chalkstone ave & rosebank ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8339443	-71.4333683	19.154611471698797
258	2025-07-11	925965	21:22:00	Bicycle	N MAIN ST	1ST ST	2025-07-11	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Non-Incapacitating	NA	41.84997	-71.40303	NA	1	FALSE	FALSE	1	FALSE	FALSE	N Main Street and 1st Street, Providence, RI, USA	FALSE	-71.403038	41.8500019	intersection	geometric_center	e 1st st & n main st, providence, ri 02904, usa	NA	NA	NA	NA	41.8500019	-71.403038	3.6125216081029397
