row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	manually_qaed_record	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	year	month
3713	2010-04-19	28831	14:20:00	Bicycle	NA	1	FALSE	FALSE	1	HOPE ST	8TH ST	4/20/10	Two-Way , Not Divided	Dry	Daylight	Clear	Unknown	No	No Controls	2	1	Pain Reported	NA	41.85282	-71.39319	FALSE	FALSE	Hope Street and 8th Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85282	-71.39319	2010	April
3712	2010-04-22	29154	14:15:00	Bicycle	NA	1	FALSE	FALSE	1	CRESTON WAY	SUMMIT AVE	4/26/10	Two-Way , Not Divided	Wet	Daylight	Rain	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	2	1	Non-Incapacitating	2	41.85007	-71.39821	FALSE	FALSE	Creston Way and Summit Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85007	-71.39821	2010	April
3711	2010-04-23	29035	15:48:00	Bicycle	NA	1	FALSE	FALSE	1	N MAIN ST	SMITHFIELD AVE	4/23/10	One-Way Trafficway	Dry	Daylight	Clear	Angle - Direction Not Specified	No	Traffic Control Signal	3	0	No Injury	NA	41.85336	-71.40114	FALSE	FALSE	N Main Street and Smithfield Ave, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.85336	-71.40114	2010	April
3710	2010-04-26	29187	22:10:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	EMPIRE ST	4/26/10	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Other	No	Traffic Control Signal	3	1	Pain Reported	NA	41.82191	-71.41634	FALSE	FALSE	Washington Street and Empire Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82191	-71.41634	2010	April
3709	2010-04-29	29385	11:01:00	Pedestrian	1	NA	FALSE	FALSE	1	RILL ST	VALLEY ST	4/30/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Pain Reported	NA	41.82662	-71.43816	FALSE	FALSE	Rill Street and Valley Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82662	-71.43816	2010	April
3707	2010-04-30	29386	11:54:00	Bicycle	NA	1	FALSE	FALSE	1	MANTON AVE	JULIAN ST	4/30/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.81977	-71.44654	FALSE	FALSE	Manton Ave and Julian Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81977	-71.44654	2010	April
3708	2010-04-30	29418	14:24:00	Pedestrian	1	NA	FALSE	FALSE	1	KENNEDY PLZ	ARCADE ST	4/30/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Other	No	No Controls	4	1	Pain Reported	NA	41.82458	-71.41176	FALSE	FALSE	Kennedy Plz and Arcade Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82458	-71.41176	2010	April
3704	2010-05-02	29483	17:41:00	Bicycle	NA	1	FALSE	FALSE	1	RING ST	ALMY ST	5/2/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes	No Controls	1	1	Pain Reported	NA	41.82015	-71.43406	FALSE	FALSE	Ring Street and Almy Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82015	-71.43406	2010	May
3705	2010-05-02	29531	20:19:00	Bicycle	NA	1	FALSE	FALSE	1	GALLUP ST	GORDON AVE	5/3/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	No	Stop Signs	2	1	Pain Reported	NA	41.79971	-71.41403	FALSE	FALSE	Gallup Street and Gordon Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79971	-71.41403	2010	May
3706	2010-05-02	29639	18:30:00	Pedestrian	1	NA	FALSE	FALSE	1	127 POCASSET AVE	LAUREL HILL AVE	5/4/10	Two-Way , Not Divided	Dry	Daylight	Clear	Unknown	No	No Controls	3	1	Pain Reported	2	41.81108	-71.45305	TRUE	FALSE	127 Pocasset Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.81108	-71.45305	2010	May
3703	2010-05-03	29564	18:58:00	Bicycle	NA	1	FALSE	FALSE	1	699 HARTFORD AVE	KILLINGLY ST	5/3/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	6	1	Non-Incapacitating	2	41.82	-71.46879	TRUE	FALSE	699 Hartford Ave, Providence, RI, USA	High	Raw	TRUE	FALSE	Raw	41.82	-71.46879	2010	May
3702	2010-05-05	29710	20:36:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	VERNDALE AVE	5/5/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	Yes	No Controls	2	1	Non-Incapacitating	2	41.79195	-71.40691	FALSE	FALSE	Broad Street and Verndale Ave, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.79195	-71.40691	2010	May
3700	2010-05-08	29834	22:25:00	Pedestrian	1	NA	FALSE	FALSE	1	DOUGLAS AVE	VENICE ST	5/8/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	2	1	Incapacitating	NA	41.84205	-71.42754	FALSE	FALSE	Douglas Ave and Venice Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84205	-71.42754	2010	May
3701	2010-05-08	29837	22:44:00	Pedestrian	1	NA	FALSE	FALSE	1	EDDY ST	INDIANA AVE	5/8/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	0	No Injury	NA	41.78925	-71.40287	FALSE	FALSE	Eddy Street and Indiana Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.78925	-71.40287	2010	May
3698	2010-05-11	29999	9:20:00	Pedestrian	1	NA	FALSE	FALSE	1	CHALKSTONE AVE	TIFFANY ST	5/11/10	Unknown	Dry	Daylight	Clear	Other	Yes	No Controls	2	1	Pain Reported	NA	41.83226	-71.44114	FALSE	FALSE	Chalkstone Ave and Tiffany Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83226	-71.44114	2010	May
3699	2010-05-11	30030	16:03:00	Bicycle	NA	1	FALSE	FALSE	1	WILLIAMS ST	BROOK ST	5/11/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	2	1	Pain Reported	NA	41.82245	-71.39859	FALSE	FALSE	Williams Street and Brook Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82245	-71.39859	2010	May
3697	2010-05-12	30140	19:04:00	Pedestrian	1	NA	FALSE	FALSE	1	Luna Street	ASHTON ST	5/12/10	One-Way Trafficway	Dry	Daylight	Clear	Head-On (Front - to - Front)	Yes	No Controls	2	1	Incapacitating	1	41.85025	-71.41693	FALSE	FALSE	Luna Street and Ashton Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85025	-71.41693	2010	May
3696	2010-05-13	35291	13:08:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	PEARL ST	5/13/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Traffic Control Signal	2	1	Pain Reported	NA	41.81475	-71.42095	FALSE	FALSE	Broad Street and Pearl Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81475	-71.42095	2010	May
3695	2010-05-14	30322	23:23:00	Bicycle	NA	1	FALSE	FALSE	1	PLAINFIELD ST	BARROWS ST	5/14/10	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Pain Reported	NA	41.81286	-71.45785	FALSE	FALSE	Plainfield Street and Barrows Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81286	-71.45785	2010	May
3694	2010-05-16	30461	22:06:00	Pedestrian	3	NA	FALSE	FALSE	1	SAYLES ST	HARRIET ST	5/16/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	Yes	Unknown	3	3	Pain Reported	NA	41.80282	-71.41274	FALSE	FALSE	Sayles Street and Harriet Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80282	-71.41274	2010	May
3693	2010-05-17	30521	19:15:00	Pedestrian	1	NA	FALSE	FALSE	1	DORRANCE ST	FULTON ST	5/17/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	4	0	No Injury	NA	41.82413	-71.41236	FALSE	FALSE	Dorrance Street and Fulton Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82413	-71.41236	2010	May
3692	2010-05-20	30728	18:21:00	Pedestrian	1	NA	FALSE	FALSE	1	PARK ROW	N MAIN ST	5/20/10	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.82865	-71.40964	FALSE	FALSE	Park Row and N Main Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82865	-71.40964	2010	May
3691	2010-05-21	30941	13:03:00	Bicycle	NA	1	FALSE	FALSE	1	Public Street	BROAD ST	5/21/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Opposite Direction	No	Traffic Control Signal	3	1	Pain Reported	2	41.80436	-71.41949	FALSE	FALSE	Public Street and Broad Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80436	-71.41949	2010	May
3690	2010-05-24	31089	16:40:00	Pedestrian	1	NA	FALSE	FALSE	1	Eddy Street	EUDORA ST	5/24/10	Unknown	Dry	Daylight	Clear	Unknown	Yes	No Controls	1	1	Pain Reported	NA	41.80791	-71.40724	FALSE	FALSE	Eddy Street and Eudora Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80791	-71.40724	2010	May
3687	2010-05-25	31125	8:30:00	Bicycle	NA	1	FALSE	FALSE	1	GARFIELD AVE	CHALKSTONE AVE	5/25/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	5	1	Pain Reported	2	41.83384	-71.43246	FALSE	FALSE	Garfield Ave and Chalkstone Ave, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.83384	-71.43246	2010	May
3688	2010-05-25	31175	15:42:00	Pedestrian	1	NA	FALSE	FALSE	1	76 S MAIN ST	HOPKINS ST	5/25/10	One-Way Trafficway	Dry	Daylight	Clear	Other	Yes	No Controls	4	0	No Injury	2	41.82486	-71.40724	TRUE	FALSE	76 S Main Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82486	-71.40724	2010	May
3689	2010-05-25	31183	18:51:00	Pedestrian	1	NA	FALSE	FALSE	1	193 LYNCH ST	NA	5/25/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle - Direction Not Specified	No	No Controls	5	1	Pain Reported	NA	41.83068	-71.4523	TRUE	TRUE	193 Lynch Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.83068	-71.4523	2010	May
3686	2010-05-26	31291	22:41:00	Bicycle	NA	1	FALSE	FALSE	1	WASHINGTON ST	ABORN ST	5/27/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Pain Reported	NA	41.82221	-71.41591	FALSE	FALSE	Washington Street and Aborn Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82221	-71.41591	2010	May
3685	2010-05-29	31523	17:12:00	Pedestrian	1	NA	FALSE	FALSE	1	CHALKSTONE AVE	BERGEN ST	5/29/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Rain	Other	No	No Controls	4	1	Pain Reported	2	41.83232	-71.44017	FALSE	FALSE	Chalkstone Ave and Bergen Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83232	-71.44017	2010	May
3684	2010-05-30	31580	20:40:00	Bicycle	NA	1	FALSE	FALSE	1	LUBEC ST	HAVANA ST	5/30/10	One-Way Trafficway	Dry	Dark - Lighted	Clear	Other	No	No Controls	2	1	Pain Reported	1	41.85453	-71.44383	FALSE	FALSE	Lubec Street and Havana Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85453	-71.44383	2010	May
3683	2010-05-31	31590	0:37:00	Pedestrian	2	NA	FALSE	FALSE	1	BROAD ST	CASS ST	5/31/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	No	No Controls	4	2	Non-Incapacitating	3	41.79331	-71.40859	FALSE	FALSE	Broad Street and Cass Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.79331	-71.40859	2010	May
3681	2010-06-01	31658	10:14:00	Pedestrian	1	NA	FALSE	FALSE	1	INDIA ST	S WATER ST	6/1/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	2	1	Non-Incapacitating	NA	41.81571	-71.40016	FALSE	FALSE	India Street and S Water Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81571	-71.40016	2010	June
3682	2010-06-01	31687	14:56:00	Pedestrian	1	NA	FALSE	FALSE	1	150 E MANNING ST	WAYLAND AVE	6/1/10	Two-Way , Not Divided	Dry	Daylight	Cloudy	Other	No	No Controls	2	1	Pain Reported	2	41.82741	-71.38798	TRUE	FALSE	150 E Manning Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82741	-71.38798	2010	June
3680	2010-06-02	31846	18:37:00	Pedestrian	1	NA	FALSE	FALSE	1	SMITH ST	CHALKSTONE AVE	6/2/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Pain Reported	NA	41.83535	-71.42599	FALSE	FALSE	Smith Street and Chalkstone Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83535	-71.42599	2010	June
3678	2010-06-05	32076	19:08:00	Pedestrian	1	NA	FALSE	FALSE	1	WILLARD AVE	TAYLOR ST	6/5/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Pain Reported	2	41.80739	-71.41813	FALSE	FALSE	Willard Ave and Taylor Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80739	-71.41813	2010	June
3679	2010-06-05	32169	21:01:00	Bicycle	1	NA	FALSE	FALSE	1	TABER AVE	ANGELL STREET	6/7/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Same Direction	No	Traffic Control Signal	5	1	Pain Reported	2	41.82958	-71.39097	FALSE	FALSE	Taber Ave and Angell Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82958	-71.39097	2010	June
3677	2010-06-06	32131	0:15:00	Bicycle	NA	1	FALSE	FALSE	1	LONGFELLOW ST	ELMWOOD AVE	6/7/10	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	No	No Controls	7	1	Pain Reported	NA	41.79078	-71.42225	FALSE	FALSE	Longfellow Street and Elmwood Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79078	-71.42225	2010	June
3676	2010-06-07	32182	19:23:00	Bicycle	NA	1	FALSE	FALSE	1	HOMESTEAD AVE	POTTERS AVE	6/7/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Pain Reported	NA	41.80406	-71.43516	FALSE	FALSE	Homestead Ave and Potters Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80406	-71.43516	2010	June
3675	2010-06-10	32358	12:55:00	Bicycle	NA	1	FALSE	FALSE	1	BUTTON HOLE DR	GLENBRIDGE AVE	6/10/10	Two-Way , Not Divided	Dry	Daylight	Cloudy	Angle (Front - to - Side) Opposite Direction	No	No Controls	2	0	No Injury	NA	41.82307	-71.46044	FALSE	FALSE	Button Hole Dr and Glenbridge Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82307	-71.46044	2010	June
3674	2010-06-14	32590	7:03:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	CLEMENCE ST	6/14/10	Two-Way , Not Divided	Dry	Daylight	Cloudy	Other	No	No Controls	3	0	No Injury	2	41.82323	-71.41454	FALSE	FALSE	Washington Street and Clemence Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82323	-71.41454	2010	June
3672	2010-06-16	32678	16:33:00	Bicycle	NA	1	FALSE	FALSE	1	POCASSET AVE	DANIEL AVE	6/16/10	Unknown	Wet	Daylight	Rain	Other	No	No Controls	2	1	Pain Reported	NA	41.80939	-71.45503	FALSE	FALSE	Pocasset Ave and Daniel Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80939	-71.45503	2010	June
3673	2010-06-16	32693	20:18:00	Pedestrian	1	NA	FALSE	FALSE	1	Washington st	Memorial blvd	6/16/10	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Pain Reported	NA	41.8264	-71.41022	FALSE	FALSE	Washington Street and Memorial Blvd, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.8264	-71.41022	2010	June
3671	2010-06-17	32739	15:52:00	Pedestrian	1	NA	FALSE	FALSE	1	EASTWOOD AVE	LAUREL HILL AVE	6/17/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Non-Incapacitating	NA	41.81524	-71.45601	FALSE	FALSE	Eastwood Ave and Laurel Hill Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81524	-71.45601	2010	June
3667	2010-06-18	32815	17:26:00	Bicycle	NA	1	FALSE	FALSE	1	HUNTINGTON AVE	CHAMBERS ST	6/18/10	One-Way Trafficway	Dry	Daylight	Clear	Other	No	No Controls	2	1	Pain Reported	NA	41.80188	-71.43425	FALSE	FALSE	Huntington Ave and Chambers Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80188	-71.43425	2010	June
3668	2010-06-18	32819	17:54:00	Pedestrian	1	NA	FALSE	FALSE	1	ALTHEA ST	CRANSTON ST	6/18/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	1	Non-Incapacitating	NA	41.80785	-71.43531	FALSE	FALSE	Althea Street and Cranston Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80785	-71.43531	2010	June
3669	2010-06-18	32870	17:12:00	Pedestrian	1	NA	FALSE	FALSE	1	COMSTOCK AVE	TAYLOR ST	6/19/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Opposite Direction	No	No Controls	3	1	Pain Reported	NA	41.80903	-71.41792	FALSE	FALSE	Comstock Ave and Taylor Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80903	-71.41792	2010	June
3670	2010-06-18	33056	17:06:00	Bicycle	NA	1	FALSE	FALSE	1	140 DODGE ST	BOOTH ST	6/22/10	One-Way Trafficway	Wet	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Non-Incapacitating	NA	41.81365	-71.42471	TRUE	FALSE	140 Dodge Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.81365	-71.42471	2010	June
3663	2010-06-19	32839	1:32:00	Pedestrian	1	NA	FALSE	FALSE	1	Atwells Ave	EUTAW ST	6/19/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Other	No	No Controls	4	1	Pain Reported	NA	41.82353	-71.42608	FALSE	FALSE	Atwells Ave and Eutaw Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82353	-71.42608	2010	June
3664	2010-06-19	32860	13:14:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	LENOX AVE	6/19/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	1	1	Pain Reported	2	41.79853	-71.41508	FALSE	FALSE	Broad Street and Lenox Ave, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.79853	-71.41508	2010	June
3665	2010-06-19	32861	12:22:00	Bicycle	NA	1	FALSE	FALSE	1	SMITH ST	OAKLAND AVE	6/19/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Traffic Control Signal	2	0	No Injury	2	41.83619	-71.43035	FALSE	FALSE	Smith Street and Oakland Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83619	-71.43035	2010	June
3666	2010-06-19	32875	20:47:00	Pedestrian	1	NA	FALSE	FALSE	1	CHARLES ST	GILLEN ST	6/19/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	No	No Controls	5	1	Pain Reported	NA	41.85245	-71.42032	FALSE	FALSE	Charles Street and Gillen Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.85245	-71.42032	2010	June
3662	2010-06-20	33003	18:54:00	Bicycle	NA	1	FALSE	FALSE	1	WESTMINSTER ST	EMPIRE ST	6/21/10	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	0	No Injury	NA	41.82097	-71.41532	FALSE	FALSE	Westminster Street and Empire Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82097	-71.41532	2010	June
3661	2010-06-21	32995	16:51:00	Pedestrian	2	NA	FALSE	FALSE	1	ACADEMY AVE	NEWARK ST	6/21/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Pavement Markings	7	1	Pain Reported	2	41.82544	-71.4434	FALSE	FALSE	Academy Ave and Newark Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82544	-71.4434	2010	June
3660	2010-06-23	33131	15:20:00	Pedestrian	1	NA	FALSE	FALSE	1	530 SHARON ST	ADMIRAL ST	6/23/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	1	Pain Reported	NA	41.85079	-71.44322	TRUE	FALSE	530 Sharon Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.85079	-71.44322	2010	June
3659	2010-06-24	33235	18:22:00	Pedestrian	1	NA	FALSE	FALSE	1	ALMA ST	CANDACE ST	6/24/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Pain Reported	NA	41.83661	-71.42284	FALSE	FALSE	Alma Street and Candace Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.83661	-71.42284	2010	June
3658	2010-06-26	33296	14:10:00	Pedestrian	1	NA	FALSE	FALSE	1	Hartford Ave	RT 6 West On ramp	6/26/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Other	No	Traffic Control Signal	3	1	Incapacitating	NA	41.81703	-71.44756	FALSE	FALSE	Hartford Ave and Rt 6 West On Ramp, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.81703	-71.44756	2010	June
3657	2010-06-29	33619	18:37:00	Bicycle	NA	1	FALSE	FALSE	1	ADELAIDE AVE	BROAD ST	6/29/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Opposite Direction	No	Traffic Control Signal	3	1	Pain Reported	NA	41.79884	-71.4155	FALSE	FALSE	Adelaide Ave and Broad Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79884	-71.4155	2010	June
3655	2010-06-30	33672	19:08:00	Bicycle	NA	1	FALSE	FALSE	1	PRUDENCE AVE	ETHAN ST	6/30/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Pain Reported	NA	41.80555	-71.45786	FALSE	FALSE	Prudence Ave and Ethan Street, Providence, RI, USA	Med High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	2010	June
3656	2010-06-30	33752	19:42:00	Pedestrian	1	NA	FALSE	FALSE	1	409 ATWELLS AVE	PIEDMONT ST	7/1/10	Two-Way , Not Divided	Dry	Dusk	Clear	Other	Yes	No Controls	1	1	Pain Reported	NA	41.82389	-71.43106	TRUE	FALSE	409 Atwells Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82389	-71.43106	2010	June
3654	2010-07-01	33731	10:24:00	Pedestrian	1	NA	FALSE	FALSE	1	Broadway	SERVICE ROAD 7	7/1/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	3	1	Pain Reported	2	41.82178	-71.4208	FALSE	FALSE	Broadway and Service Road 7, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82178	-71.4208	2010	July
3651	2010-07-02	34284	18:45:00	Pedestrian	1	NA	FALSE	FALSE	1	BUCKLIN ST	HAWTHORNE ST	7/9/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	4	3	Pain Reported	2	41.80059	-71.42787	FALSE	FALSE	Bucklin Street and Hawthorne Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80059	-71.42787	2010	July
3652	2010-07-02	34562	13:35:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	SERVICE ROAD 7	7/14/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Pain Reported	NA	41.81962	-71.41982	FALSE	FALSE	Washington Street and Service Road 7, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81962	-71.41982	2010	July
3653	2010-07-02	36742	13:35:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON STREET	SERVICE ROAD 7	7/3/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Pain Reported	NA	41.81961	-71.41984	FALSE	FALSE	Washington Street and Service Road 7, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81961	-71.41984	2010	July
3650	2010-07-03	33960	23:15:00	Pedestrian	1	NA	FALSE	FALSE	1	MANTON AVE	PELHAM ST	7/4/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Unknown	Yes	No Controls	2	1	Fatal	NA	41.82064	-71.44747	FALSE	FALSE	Manton Ave and Pelham Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82064	-71.44747	2010	July
3649	2010-07-05	37276	14:42:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	EAST APPROACH	8/12/10	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.82476	-71.41231	FALSE	FALSE	Washington Street and East Approach, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82476	-71.41231	2010	July
